#clustering method	cluster number	cluster color	hex color	gene count	protein name	protein identifier	protein description
kmeans	1	Red	#ff0000	69	COMP	9606.ENSP00000222271	Cartilage oligomeric matrix protein; May play a role in the structural integrity of cartilage via its interaction with other extracellular matrix proteins such as the collagens and fibronectin. Can mediate the interaction of chondrocytes with the cartilage extracellular matrix through interaction with cell surface integrin receptors. Could play a role in the pathogenesis of osteoarthritis. Potent suppressor of apoptosis in both primary chondrocytes and transformed cells. Suppresses apoptosis by blocking the activation of caspase-3 and by inducing the IAP family of survival proteins (BI [...] 
kmeans	1	Red	#ff0000	69	DPP6	9606.ENSP00000367001	Dipeptidyl aminopeptidase-like protein 6; Promotes cell surface expression of the potassium channel KCND2. Modulates the activity and gating characteristics of the potassium channel KCND2. Has no dipeptidyl aminopeptidase activity.
kmeans	1	Red	#ff0000	69	DPT	9606.ENSP00000356791	Dermatopontin; Seems to mediate adhesion by cell surface integrin binding. May serve as a communication link between the dermal fibroblast cell surface and its extracellular matrix environment. Enhances TGFB1 activity. Inhibits cell proliferation. Accelerates collagen fibril formation, and stabilizes collagen fibrils against low-temperature dissociation (By similarity).
kmeans	1	Red	#ff0000	69	EFEMP1	9606.ENSP00000378058	EGF-containing fibulin-like extracellular matrix protein 1; Binds EGFR, the EGF receptor, inducing EGFR autophosphorylation and the activation of downstream signaling pathways. May play a role in cell adhesion and migration. May function as a negative regulator of chondrocyte differentiation. In the olfactory epithelium, it may regulate glial cell migration, differentiation and the ability of glial cells to support neuronal neurite outgrowth; Belongs to the fibulin family.
kmeans	1	Red	#ff0000	69	EFNA4	9606.ENSP00000414378	Ephrin-A4; Cell surface GPI-bound ligand for Eph receptors, a family of receptor tyrosine kinases which are crucial for migration, repulsion and adhesion during neuronal, vascular and epithelial development. Binds promiscuously Eph receptors residing on adjacent cells, leading to contact-dependent bidirectional signaling into neighboring cells. May play a role in the interaction between activated B-lymphocytes and dendritic cells in tonsils.
kmeans	1	Red	#ff0000	69	EPHA1	9606.ENSP00000275815	Ephrin type-A receptor 1; Receptor tyrosine kinase which binds promiscuously membrane- bound ephrin-A family ligands residing on adjacent cells, leading to contact-dependent bidirectional signaling into neighboring cells. The signaling pathway downstream of the receptor is referred to as forward signaling while the signaling pathway downstream of the ephrin ligand is referred to as reverse signaling. Binds with a low affinity EFNA3 and EFNA4 and with a high affinity to EFNA1 which most probably constitutes its cognate/functional ligand. Upon activation by EFNA1 induces cell attachment  [...] 
kmeans	1	Red	#ff0000	69	FABP4	9606.ENSP00000256104	Fatty acid-binding protein, adipocyte; Lipid transport protein in adipocytes. Binds both long chain fatty acids and retinoic acid. Delivers long-chain fatty acids and retinoic acid to their cognate receptors in the nucleus. Belongs to the calycin superfamily. Fatty-acid binding protein (FABP) family.
kmeans	1	Red	#ff0000	69	FASLG	9606.ENSP00000356694	Tumor necrosis factor ligand superfamily member 6, membrane form; Cytokine that binds to TNFRSF6/FAS, a receptor that transduces the apoptotic signal into cells. Involved in cytotoxic T-cell-mediated apoptosis, natural killer cell-mediated apoptosis and in T-cell development. Initiates fratricidal/suicidal activation-induced cell death (AICD) in antigen- activated T-cells contributing to the termination of immune responses (By similarity). TNFRSF6/FAS-mediated apoptosis has also a role in the induction of peripheral tolerance (By similarity). Binds to TNFRSF6B/DcR3, a decoy receptor th [...] 
kmeans	1	Red	#ff0000	69	FCAR	9606.ENSP00000347714	Immunoglobulin alpha Fc receptor; Binds to the Fc region of immunoglobulins alpha. Mediates several functions including cytokine production.
kmeans	1	Red	#ff0000	69	FGF19	9606.ENSP00000294312	Fibroblast growth factor 19; Involved in the suppression of bile acid biosynthesis through down-regulation of CYP7A1 expression, following positive regulation of the JNK and ERK1/2 cascades. Stimulates glucose uptake in adipocytes. Activity requires the presence of KLB and FGFR4. Belongs to the heparin-binding growth factors family.
kmeans	1	Red	#ff0000	69	FGFBP1	9606.ENSP00000371770	Fibroblast growth factor-binding protein 1; Acts as a carrier protein that release fibroblast-binding factors (FGFs) from the extracellular matrix (EM) storage and thus enhance the mitogenic activity of FGFs. Enhances FGF2 signaling during tissue repair, angiogenesis and in tumor growth.
kmeans	1	Red	#ff0000	69	FN1	9606.ENSP00000346839	Fibronectin; Fibronectins bind cell surfaces and various compounds including collagen, fibrin, heparin, DNA, and actin. Fibronectins are involved in cell adhesion, cell motility, opsonization, wound healing, and maintenance of cell shape. Involved in osteoblast compaction through the fibronectin fibrillogenesis cell-mediated matrix assembly process, essential for osteoblast mineralization. Participates in the regulation of type I collagen deposition by osteoblasts.
kmeans	1	Red	#ff0000	69	FSTL3	9606.ENSP00000166139	Follistatin-related protein 3; Isoform 1 or the secreted form is a binding and antagonizing protein for members of the TGF-beta family, such us activin, BMP2 and MSTN. Inhibits activin A-, activin B-, BMP2- and MSDT-induced cellular signaling; more effective on activin A than on activin B. Involved in bone formation; inhibits osteoclast differentiationc. Involved in hematopoiesis; involved in differentiation of hemopoietic progenitor cells, increases hematopoietic cell adhesion to fibronectin and seems to contribute to the adhesion of hematopoietic precursor cells to the bone marrow st [...] 
kmeans	1	Red	#ff0000	69	GNLY	9606.ENSP00000436423	Granulysin; Antimicrobial protein that kills intracellular pathogens. Active against a broad range of microbes, including Gram-positive and Gram-negative bacteria, fungi, and parasites. Kills Mycobacterium tuberculosis.
kmeans	1	Red	#ff0000	69	HGF	9606.ENSP00000222390	Hepatocyte growth factor alpha chain; Potent mitogen for mature parenchymal hepatocyte cells, seems to be a hepatotrophic factor, and acts as a growth factor for a broad spectrum of tissues and cell types. Activating ligand for the receptor tyrosine kinase MET by binding to it and promoting its dimerization. Belongs to the peptidase S1 family. Plasminogen subfamily.
kmeans	1	Red	#ff0000	69	HS6ST1	9606.ENSP00000259241	Heparan-sulfate 6-O-sulfotransferase 1; 6-O-sulfation enzyme which catalyzes the transfer of sulfate from 3'-phosphoadenosine 5'-phosphosulfate (PAPS) to position 6 of the N-sulfoglucosamine residue (GlcNS) of heparan sulfate. Critical for normal neuronal development where it may play a role in neuron branching. May also play a role in limb development. May prefer iduronic acid.
kmeans	1	Red	#ff0000	69	HSPG2	9606.ENSP00000363827	Basement membrane-specific heparan sulfate proteoglycan core protein; Integral component of basement membranes. Component of the glomerular basement membrane (GBM), responsible for the fixed negative electrostatic membrane charge, and which provides a barrier which is both size- and charge-selective. It serves as an attachment substrate for cells. Plays essential roles in vascularization. Critical for normal heart development and for regulating the vascular response to injury. Also required for avascular cartilage development. The LG3 peptide has anti-angiogenic properties that require [...] 
kmeans	1	Red	#ff0000	69	ICOSLG	9606.ENSP00000339477	Ig-like domain-containing protein; Inducible T cell costimulator ligand.
kmeans	1	Red	#ff0000	69	IFNLR1	9606.ENSP00000327824	Interferon lambda receptor 1; The IFNLR1/IL10RB dimer is a receptor for the cytokine ligands IFNL2 and IFNL3 and mediates their antiviral activity. The ligand/receptor complex stimulate the activation of the JAK/STAT signaling pathway leading to the expression of IFN-stimulated genes (ISG), which contribute to the antiviral state. Determines the cell type specificity of the lambda interferon action. Shows a more restricted pattern of expression in the epithelial tissues thereby limiting responses to lambda interferons primarily to epithelial cells of the respiratory, gastrointestinal,  [...] 
kmeans	1	Red	#ff0000	69	IL10	9606.ENSP00000412237	Interleukin-10; Major immune regulatory cytokine that acts on many cells of the immune system where it has profound anti-inflammatory functions, limiting excessive tissue disruption caused by inflammation. Mechanistically, IL10 binds to its heterotetrameric receptor comprising IL10RA and IL10RB leading to JAK1 and STAT2-mediated phosphorylation of STAT3. In turn, STAT3 translocates to the nucleus where it drives expression of anti-inflammatory mediators. Targets antigen-presenting cells (APCs) such as macrophages and monocytes and inhibits their release of pro- inflammatory cytokines i [...] 
kmeans	1	Red	#ff0000	69	IL18R1	9606.ENSP00000387211	Interleukin-18 receptor 1; Within the IL18 receptor complex, responsible for the binding of the proinflammatory cytokine IL18, but not IL1A nor IL1B. Involved in IL18-mediated IFNG synthesis from T-helper 1 (Th1) cells. Contributes to IL18-induced cytokine production, either independently of SLC12A3, or as a complex with SLC12A3 (By similarity).
kmeans	1	Red	#ff0000	69	IL19	9606.ENSP00000499459	Interleukin-19; May play some important roles in inflammatory responses. Up- regulates IL-6 and TNF-alpha and induces apoptosis (By similarity).
kmeans	1	Red	#ff0000	69	IL1B	9606.ENSP00000263341	Interleukin-1 beta; Potent proinflammatory cytokine. Initially discovered as the major endogenous pyrogen, induces prostaglandin synthesis, neutrophil influx and activation, T-cell activation and cytokine production, B- cell activation and antibody production, and fibroblast proliferation and collagen production. Promotes Th17 differentiation of T-cells. Synergizes with IL12/interleukin-12 to induce IFNG synthesis from T- helper 1 (Th1) cells.
kmeans	1	Red	#ff0000	69	IL1RN	9606.ENSP00000259206	Interleukin-1 receptor antagonist protein; Inhibits the activity of interleukin-1 by binding to receptor IL1R1 and preventing its association with the coreceptor IL1RAP for signaling. Has no interleukin-1 like activity. Binds functional interleukin-1 receptor IL1R1 with greater affinity than decoy receptor IL1R2; however, the physiological relevance of the latter association is unsure.
kmeans	1	Red	#ff0000	69	IL6	9606.ENSP00000385675	Interleukin-6; Cytokine with a wide variety of biological functions. It is a potent inducer of the acute phase response. Plays an essential role in the final differentiation of B-cells into Ig-secreting cells Involved in lymphocyte and monocyte differentiation. Acts on B-cells, T-cells, hepatocytes, hematopoietic progenitor cells and cells of the CNS. Required for the generation of T(H)17 cells. Also acts as a myokine. It is discharged into the bloodstream after muscle contraction and acts to increase the breakdown of fats and to improve insulin resistance. It induces myeloma and plasm [...] 
kmeans	1	Red	#ff0000	69	INHBC	9606.ENSP00000308716	Inhibin beta C chain; Inhibins and activins inhibit and activate, respectively, the secretion of follitropin by the pituitary gland. Inhibins/activins are involved in regulating a number of diverse functions such as hypothalamic and pituitary hormone secretion, gonadal hormone secretion, germ cell development and maturation, erythroid differentiation, insulin secretion, nerve cell survival, embryonic axial development or bone growth, depending on their subunit composition. Inhibins appear to oppose the functions of activins; Belongs to the TGF-beta family.
kmeans	1	Red	#ff0000	69	KIT	9606.ENSP00000288135	Mast/stem cell growth factor receptor Kit; Tyrosine-protein kinase that acts as cell-surface receptor for the cytokine KITLG/SCF and plays an essential role in the regulation of cell survival and proliferation, hematopoiesis, stem cell maintenance, gametogenesis, mast cell development, migration and function, and in melanogenesis. In response to KITLG/SCF binding, KIT can activate several signaling pathways. Phosphorylates PIK3R1, PLCG1, SH2B2/APS and CBL. Activates the AKT1 signaling pathway by phosphorylation of PIK3R1, the regulatory subunit of phosphatidylinositol 3-kinase. Activat [...] 
kmeans	1	Red	#ff0000	69	LAIR1	9606.ENSP00000375622	Leukocyte-associated immunoglobulin-like receptor 1; Functions as an inhibitory receptor that plays a constitutive negative regulatory role on cytolytic function of natural killer (NK) cells, B-cells and T-cells. Activation by Tyr phosphorylation results in recruitment and activation of the phosphatases PTPN6 and PTPN11. It also reduces the increase of intracellular calcium evoked by B-cell receptor ligation. May also play its inhibitory role independently of SH2-containing phosphatases. Modulates cytokine production in CD4+ T- cells, down-regulating IL2 and IFNG production while induc [...] 
kmeans	1	Red	#ff0000	69	LEP	9606.ENSP00000312652	Leptin; Key player in the regulation of energy balance and body weight control. Once released into the circulation, has central and peripheral effects by binding LEPR, found in many tissues, which results in the activation of several major signaling pathways. In the hypothalamus, acts as an appetite-regulating factor that induces a decrease in food intake and an increase in energy consumption by inducing anorexinogenic factors and suppressing orexigenic neuropeptides, also regulates bone mass and secretion of hypothalamo- pituitary-adrenal hormones. In the periphery, increases basal me [...] 
kmeans	1	Red	#ff0000	69	LEPR	9606.ENSP00000330393	Leptin receptor; Receptor for hormone LEP/leptin (Probable). On ligand binding, mediates LEP central and peripheral effects through the activation of different signaling pathways such as JAK2/STAT3 and MAPK cascade/FOS. In the hypothalamus, LEP acts as an appetite- regulating factor that induces a decrease in food intake and an increase in energy consumption by inducing anorexinogenic factors and suppressing orexigenic neuropeptides, also regulates bone mass and secretion of hypothalamo-pituitary-adrenal hormones (By similarity). In the periphery, increases basal metabolism, influences [...] 
kmeans	1	Red	#ff0000	69	LILRB4	9606.ENSP00000375616	Leukocyte immunoglobulin-like receptor subfamily B member 4; Receptor for class I MHC antigens. Recognizes a broad spectrum of HLA-A, HLA-B, HLA-C and HLA-G alleles. Involved in the down-regulation of the immune response and the development of tolerance, e.g. towards transplants. Interferes with TNFRSF5-signaling and NF-kappa-B up-regulation. Inhibits receptor-mediated phosphorylation of cellular proteins and mobilization of intracellular calcium ions.
kmeans	1	Red	#ff0000	69	LTBP3	9606.ENSP00000301873	Latent-transforming growth factor beta-binding protein 3; Key regulator of transforming growth factor beta (TGFB1, TGFB2 and TGFB3) that controls TGF-beta activation by maintaining it in a latent state during storage in extracellular space. Associates specifically via disulfide bonds with the Latency-associated peptide (LAP), which is the regulatory chain of TGF-beta, and regulates integrin-dependent activation of TGF-beta.
kmeans	1	Red	#ff0000	69	MET	9606.ENSP00000317272	Hepatocyte growth factor receptor; Receptor tyrosine kinase that transduces signals from the extracellular matrix into the cytoplasm by binding to hepatocyte growth factor/HGF ligand. Regulates many physiological processes including proliferation, scattering, morphogenesis and survival. Ligand binding at the cell surface induces autophosphorylation of MET on its intracellular domain that provides docking sites for downstream signaling molecules. Following activation by ligand, interacts with the PI3-kinase subunit PIK3R1, PLCG1, SRC, GRB2, STAT3 or the adapter GAB1. Recruitment of thes [...] 
kmeans	1	Red	#ff0000	69	MFAP5	9606.ENSP00000352455	Microfibrillar-associated protein 5; May play a role in hematopoiesis. In the cardiovascular system, could regulate growth factors or participate in cell signaling in maintaining large vessel integrity (By similarity). Component of the elastin-associated microfibrils.
kmeans	1	Red	#ff0000	69	MOG	9606.ENSP00000366091	Myelin-oligodendrocyte glycoprotein; Mediates homophilic cell-cell adhesion (By similarity). Minor component of the myelin sheath. May be involved in completion and/or maintenance of the myelin sheath and in cell-cell communication. Belongs to the immunoglobulin superfamily. BTN/MOG family.
kmeans	1	Red	#ff0000	69	MSTN	9606.ENSP00000260950	Growth/differentiation factor 8; Acts specifically as a negative regulator of skeletal muscle growth; Belongs to the TGF-beta family.
kmeans	1	Red	#ff0000	69	NPY	9606.ENSP00000384364	C-flanking peptide of NPY; NPY is implicated in the control of feeding and in secretion of gonadotrophin-release hormone; Belongs to the NPY family.
kmeans	1	Red	#ff0000	69	OSM	9606.ENSP00000215781	Oncostatin-M; Growth regulator. Inhibits the proliferation of a number of tumor cell lines. Stimulates proliferation of AIDS-KS cells. It regulates cytokine production, including IL-6, G-CSF and GM-CSF from endothelial cells. Uses both type I OSM receptor (heterodimers composed of LIFR and IL6ST) and type II OSM receptor (heterodimers composed of OSMR and IL6ST). Involved in the maturation of fetal hepatocytes, thereby promoting liver development and regeneration (By similarity). Belongs to the LIF/OSM family.
kmeans	1	Red	#ff0000	69	OXT	9606.ENSP00000217386	Oxytocin-neurophysin 1; Neurophysin 1 specifically binds oxytocin.
kmeans	1	Red	#ff0000	69	PGF	9606.ENSP00000451040	Placenta growth factor; Growth factor active in angiogenesis and endothelial cell growth, stimulating their proliferation and migration. It binds to the receptor FLT1/VEGFR-1. Isoform PlGF-2 binds NRP1/neuropilin-1 and NRP2/neuropilin-2 in a heparin-dependent manner. Also promotes cell tumor growth.
kmeans	1	Red	#ff0000	69	PI3	9606.ENSP00000243924	Elafin; Neutrophil and pancreatic elastase-specific inhibitor of skin. It may prevent elastase-mediated tissue proteolysis. Has been shown to inhibit the alpha-4-beta-2/CHRNA2-CHRNB2 nicotinic acetylcholine receptor and to produce a weak inhibition on Kv11.1/KCNH2/ERG1 and on the transient receptor potential cation channel subfamily V member 1 (TRPV1).
kmeans	1	Red	#ff0000	69	PLAT	9606.ENSP00000220809	Tissue-type plasminogen activator chain A; Converts the abundant, but inactive, zymogen plasminogen to plasmin by hydrolyzing a single Arg-Val bond in plasminogen. By controlling plasmin-mediated proteolysis, it plays an important role in tissue remodeling and degradation, in cell migration and many other physiopathological events. Plays a direct role in facilitating neuronal migration; Belongs to the peptidase S1 family.
kmeans	1	Red	#ff0000	69	PLIN1	9606.ENSP00000300055	Perilipin-1; Modulator of adipocyte lipid metabolism. Coats lipid storage droplets to protect them from breakdown by hormone-sensitive lipase (HSL). Its absence may result in leanness. Plays a role in unilocular lipid droplet formation by activating CIDEC. Their interaction promotes lipid droplet enlargement and directional net neutral lipid transfer. May modulate lipolysis and triglyceride levels. Belongs to the perilipin family.
kmeans	1	Red	#ff0000	69	PLXNB2	9606.ENSP00000352288	Plexin-B2; Cell surface receptor for SEMA4C, SEMA4D and SEMA4G that plays an important role in cell-cell signaling (By similarity). Plays a role in glutamatergic synapse development and is required for SEMA4A- mediated excitatory synapse development (By similarity). Binding to class 4 semaphorins promotes downstream activation of RHOA and phosphorylation of ERBB2 at 'Tyr-1248' (By similarity). Required for normal differentiation and migration of neuronal cells during brain corticogenesis and for normal embryonic brain development (By similarity). Regulates the migration of cerebellar g [...] 
kmeans	1	Red	#ff0000	69	SCG3	9606.ENSP00000220478	Secretogranin-3; Member of the granin protein family that regulates the biogenesis of secretory granules. Acts as a sorting receptor for intragranular proteins including chromogranin A/CHGA (By similarity). May also play a role in angiogenesis. Promotes endothelial proliferation, migration and tube formation through MEK/ERK signaling pathway.
kmeans	1	Red	#ff0000	69	SEMA3F	9606.ENSP00000002829	Semaphorin-3F; May play a role in cell motility and cell adhesion.
kmeans	1	Red	#ff0000	69	SIGLEC1	9606.ENSP00000341141	Sialoadhesin; Acts as an endocytic receptor mediating clathrin dependent endocytosis. Macrophage-restricted adhesion molecule that mediates sialic-acid dependent binding to lymphocytes, including granulocytes, monocytes, natural killer cells, B-cells and CD8 T-cells. Preferentially binds to alpha-2,3-linked sialic acid (By similarity). Binds to SPN/CD43 on T-cells (By similarity). May play a role in hemopoiesis.
kmeans	1	Red	#ff0000	69	THBS4	9606.ENSP00000339730	Thrombospondin-4; Adhesive glycoprotein that mediates cell-to-cell and cell-to- matrix interactions and is involved in various processes including cellular proliferation, migration, adhesion and attachment, inflammatory response to CNS injury, regulation of vascular inflammation and adaptive responses of the heart to pressure overload and in myocardial function and remodeling. Binds to structural extracellular matrix (ECM) proteins and modulates the ECM in response to tissue damage, contributing to cardioprotective and adaptive ECM remodeling. Plays a role in ER stress response, via it [...] 
kmeans	1	Red	#ff0000	69	TNF	9606.ENSP00000398698	Tumor necrosis factor, membrane form; Cytokine that binds to TNFRSF1A/TNFR1 and TNFRSF1B/TNFBR. It is mainly secreted by macrophages and can induce cell death of certain tumor cell lines. It is potent pyrogen causing fever by direct action or by stimulation of interleukin-1 secretion and is implicated in the induction of cachexia, Under certain conditions it can stimulate cell proliferation and induce cell differentiation. Impairs regulatory T- cells (Treg) function in individuals with rheumatoid arthritis via FOXP3 dephosphorylation. Upregulates the expression of protein phosphatase 1 [...] 
kmeans	1	Red	#ff0000	69	TNFRSF10B	9606.ENSP00000276431	Tumor necrosis factor receptor superfamily member 10B; Receptor for the cytotoxic ligand TNFSF10/TRAIL. The adapter molecule FADD recruits caspase-8 to the activated receptor. The resulting death-inducing signaling complex (DISC) performs caspase-8 proteolytic activation which initiates the subsequent cascade of caspases (aspartate-specific cysteine proteases) mediating apoptosis. Promotes the activation of NF-kappa-B. Essential for ER stress-induced apoptosis.
kmeans	1	Red	#ff0000	69	TNFRSF1A	9606.ENSP00000162749	Tumor necrosis factor receptor superfamily member 1A, membrane form; Receptor for TNFSF2/TNF-alpha and homotrimeric TNFSF1/lymphotoxin-alpha. The adapter molecule FADD recruits caspase-8 to the activated receptor. The resulting death-inducing signaling complex (DISC) performs caspase-8 proteolytic activation which initiates the subsequent cascade of caspases (aspartate-specific cysteine proteases) mediating apoptosis. Contributes to the induction of non-cytocidal TNF effects including anti-viral state and activation of the acid sphingomyelinase.
kmeans	1	Red	#ff0000	69	TNFRSF9	9606.ENSP00000478699	Tumor necrosis factor receptor superfamily member 9; Receptor for TNFSF9/4-1BBL. Possibly active during T cell activation.
kmeans	1	Red	#ff0000	69	UMOD	9606.ENSP00000379438	Uromodulin, secreted form; [Uromodulin]: Functions in biogenesis and organization of the apical membrane of epithelial cells of the thick ascending limb of Henle's loop (TALH), where it promotes formation of complex filamentous gel-like structure that may play a role in the water barrier permeability (Probable). May serve as a receptor for binding and endocytosis of cytokines (IL-1, IL-2) and TNF. Facilitates neutrophil migration across renal epithelia.
kmeans	1	Red	#ff0000	69	VASN	9606.ENSP00000306864	Vasorin; May act as an inhibitor of TGF-beta signaling.
kmeans	1	Red	#ff0000	69	VSIG4	9606.ENSP00000363869	V-set and immunoglobulin domain-containing protein 4; Phagocytic receptor, strong negative regulator of T-cell proliferation and IL2 production. Potent inhibitor of the alternative complement pathway convertases.
kmeans	1	Red	#ff0000	69	VWA1	9606.ENSP00000417185	Von Willebrand factor A domain-containing protein 1; Promotes matrix assembly.
kmeans	1	Red	#ff0000	69	WFIKKN2	9606.ENSP00000311184	WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 2; Protease-inhibitor that contains multiple distinct protease inhibitor domains. Probably has serine protease- and metalloprotease- inhibitor activity. Inhibits the biological activity of mature myostatin, but not activin (By similarity); Belongs to the WFIKKN family.
kmeans	2	Brown	#ffaf65	16	AMBN	9606.ENSP00000313809	Ameloblastin; Involved in the mineralization and structural organization of enamel; Belongs to the ameloblastin family.
kmeans	2	Brown	#ffaf65	16	ANGPTL2	9606.ENSP00000362524	Angiopoietin-related protein 2; Induces sprouting in endothelial cells through an autocrine and paracrine action.
kmeans	2	Brown	#ffaf65	16	APOM	9606.ENSP00000365081	Apolipoprotein M; Probably involved in lipid transport. Can bind sphingosine-1- phosphate, myristic acid, palmitic acid and stearic acid, retinol, all- trans-retinoic acid and 9-cis-retinoic acid.
kmeans	2	Brown	#ffaf65	16	ARSA	9606.ENSP00000216124	Arylsulfatase A component B; Hydrolyzes cerebroside sulfate.
kmeans	2	Brown	#ffaf65	16	CCN5	9606.ENSP00000361959	CCN family member 5; May play an important role in modulating bone turnover. Promotes the adhesion of osteoblast cells and inhibits the binding of fibrinogen to integrin receptors. In addition, inhibits osteocalcin production; Belongs to the CCN family.
kmeans	2	Brown	#ffaf65	16	CLTA	9606.ENSP00000242285	Clathrin light chain A; Clathrin is the major protein of the polyhedral coat of coated pits and vesicles. Acts as component of the TACC3/ch- TOG/clathrin complex proposed to contribute to stabilization of kinetochore fibers of the mitotic spindle by acting as inter- microtubule bridge.
kmeans	2	Brown	#ffaf65	16	CREG1	9606.ENSP00000359540	Protein CREG1; May contribute to the transcriptional control of cell growth and differentiation. Antagonizes transcriptional activation and cellular transformation by the adenovirus E1A protein. The transcriptional control activity of cell growth requires interaction with IGF2R; Belongs to the CREG family.
kmeans	2	Brown	#ffaf65	16	FGF21	9606.ENSP00000471477	Fibroblast growth factor 21; Stimulates glucose uptake in differentiated adipocytes via the induction of glucose transporter SLC2A1/GLUT1 expression (but not SLC2A4/GLUT4 expression). Activity requires the presence of KLB. Belongs to the heparin-binding growth factors family.
kmeans	2	Brown	#ffaf65	16	GUSB	9606.ENSP00000302728	Beta-glucuronidase; Plays an important role in the degradation of dermatan and keratan sulfates; Belongs to the glycosyl hydrolase 2 family.
