#term ID	term description	observed gene count	background gene count	strength	signal	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0042127	Regulation of cell population proliferation	25	1669	0.62	0.86	2.24e-07	9606.ENSP00000188790,9606.ENSP00000225474,9606.ENSP00000225831,9606.ENSP00000233154,9606.ENSP00000263851,9606.ENSP00000266031,9606.ENSP00000269571,9606.ENSP00000277120,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000302234,9606.ENSP00000320176,9606.ENSP00000321326,9606.ENSP00000331201,9606.ENSP00000339477,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000356436,9606.ENSP00000378365,9606.ENSP00000397297,9606.ENSP00000404131,9606.ENSP00000420321,9606.ENSP00000422464,9606.ENSP00000471477,9606.ENSP00000495951	FAP,CSF3,CCL2,NCK2,IL7,HYAL1,ERBB2,NTRK2,KIT,STAT5B,CCL11,HCLS1,F2R,HGS,ICOSLG,SH2B3,CRKL,PLA2G4A,CCL26,NTF3,TGFA,ROBO1,PDGFC,FGF21,KITLG
GO:0023052	Signaling	43	5057	0.38	0.58	2.78e-07	9606.ENSP00000013125,9606.ENSP00000225474,9606.ENSP00000225831,9606.ENSP00000233154,9606.ENSP00000249647,9606.ENSP00000252809,9606.ENSP00000263851,9606.ENSP00000269571,9606.ENSP00000277120,9606.ENSP00000284240,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000302234,9606.ENSP00000303507,9606.ENSP00000308782,9606.ENSP00000316338,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000321326,9606.ENSP00000327290,9606.ENSP00000331201,9606.ENSP00000339186,9606.ENSP00000339477,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000366091,9606.ENSP00000378365,9606.ENSP00000378845,9606.ENSP00000397297,9606.ENSP00000404131,9606.ENSP00000418009,9606.ENSP00000420321,9606.ENSP00000422464,9606.ENSP00000423602,9606.ENSP00000426632,9606.ENSP00000431775,9606.ENSP00000462468,9606.ENSP00000469413,9606.ENSP00000471477,9606.ENSP00000495951,9606.ENSP00000496959,9606.ENSP00000497720,9606.ENSP00000499459	MAP4K5,CSF3,CCL2,NCK2,SNAP23,GDF15,IL7,ERBB2,NTRK2,THY1,KIT,STAT5B,CCL11,BCR,GP6,BAIAP2,MET,HCLS1,F2R,ITGA11,HGS,GRAP2,ICOSLG,SH2B3,CRKL,MOG,CCL26,LAT,NTF3,TGFA,RARRES2,ROBO1,PDGFC,DAPP1,ERBIN,IL32,YES1,PAK4,FGF21,KITLG,ITGAM,MPIG6B,IL19
GO:0008284	Positive regulation of cell population proliferation	19	945	0.75	1.0	3.99e-07	9606.ENSP00000225474,9606.ENSP00000233154,9606.ENSP00000263851,9606.ENSP00000266031,9606.ENSP00000269571,9606.ENSP00000277120,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000302234,9606.ENSP00000320176,9606.ENSP00000321326,9606.ENSP00000339477,9606.ENSP00000346300,9606.ENSP00000378365,9606.ENSP00000397297,9606.ENSP00000404131,9606.ENSP00000422464,9606.ENSP00000471477,9606.ENSP00000495951	CSF3,NCK2,IL7,HYAL1,ERBB2,NTRK2,KIT,STAT5B,CCL11,HCLS1,F2R,ICOSLG,CRKL,CCL26,NTF3,TGFA,PDGFC,FGF21,KITLG
GO:0009605	Response to external stimulus	29	2355	0.54	0.75	3.99e-07	9606.ENSP00000225474,9606.ENSP00000225831,9606.ENSP00000243924,9606.ENSP00000252809,9606.ENSP00000264914,9606.ENSP00000266031,9606.ENSP00000267814,9606.ENSP00000269571,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000302234,9606.ENSP00000302324,9606.ENSP00000303208,9606.ENSP00000303507,9606.ENSP00000316338,9606.ENSP00000317272,9606.ENSP00000321326,9606.ENSP00000339477,9606.ENSP00000346300,9606.ENSP00000361761,9606.ENSP00000378365,9606.ENSP00000397297,9606.ENSP00000418009,9606.ENSP00000420321,9606.ENSP00000426632,9606.ENSP00000444810,9606.ENSP00000462468,9606.ENSP00000471477,9606.ENSP00000496959	CSF3,CCL2,PI3,GDF15,ARSB,HYAL1,SORD,ERBB2,KIT,STAT5B,CCL11,RNASE3,PCSK9,BCR,BAIAP2,MET,F2R,ICOSLG,CRKL,WFDC2,CCL26,NTF3,RARRES2,ROBO1,ERBIN,FKBP5,YES1,FGF21,ITGAM
GO:0010033	Response to organic substance	31	2692	0.51	0.72	3.99e-07	9606.ENSP00000225474,9606.ENSP00000225831,9606.ENSP00000252809,9606.ENSP00000263851,9606.ENSP00000264914,9606.ENSP00000265598,9606.ENSP00000266031,9606.ENSP00000267814,9606.ENSP00000269571,9606.ENSP00000277120,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000297785,9606.ENSP00000302234,9606.ENSP00000303208,9606.ENSP00000303507,9606.ENSP00000316338,9606.ENSP00000320176,9606.ENSP00000321326,9606.ENSP00000339477,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000378365,9606.ENSP00000397297,9606.ENSP00000403644,9606.ENSP00000418009,9606.ENSP00000422464,9606.ENSP00000426632,9606.ENSP00000462468,9606.ENSP00000469413,9606.ENSP00000471477	CSF3,CCL2,GDF15,IL7,ARSB,LAMP3,HYAL1,SORD,ERBB2,NTRK2,KIT,STAT5B,ALDH1A1,CCL11,PCSK9,BCR,BAIAP2,HCLS1,F2R,ICOSLG,SH2B3,CRKL,CCL26,NTF3,DDC,RARRES2,PDGFC,ERBIN,YES1,PAK4,FGF21
GO:0044093	Positive regulation of molecular function	24	1587	0.63	0.85	3.99e-07	9606.ENSP00000225474,9606.ENSP00000225831,9606.ENSP00000264072,9606.ENSP00000269571,9606.ENSP00000277120,9606.ENSP00000284240,9606.ENSP00000288135,9606.ENSP00000302234,9606.ENSP00000303507,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000321326,9606.ENSP00000337675,9606.ENSP00000346300,9606.ENSP00000378365,9606.ENSP00000378845,9606.ENSP00000397297,9606.ENSP00000404131,9606.ENSP00000420321,9606.ENSP00000422464,9606.ENSP00000431775,9606.ENSP00000471477,9606.ENSP00000495951,9606.ENSP00000496959	CSF3,CCL2,FCER2,ERBB2,NTRK2,THY1,KIT,CCL11,BCR,MET,HCLS1,F2R,EBAG9,CRKL,CCL26,LAT,NTF3,TGFA,ROBO1,PDGFC,IL32,FGF21,KITLG,ITGAM
GO:0050790	Regulation of catalytic activity	29	2370	0.54	0.74	3.99e-07	9606.ENSP00000225831,9606.ENSP00000233154,9606.ENSP00000243924,9606.ENSP00000263851,9606.ENSP00000264072,9606.ENSP00000265598,9606.ENSP00000269571,9606.ENSP00000277120,9606.ENSP00000284240,9606.ENSP00000288135,9606.ENSP00000297785,9606.ENSP00000302234,9606.ENSP00000303507,9606.ENSP00000317272,9606.ENSP00000321326,9606.ENSP00000331201,9606.ENSP00000337675,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000361761,9606.ENSP00000370115,9606.ENSP00000378365,9606.ENSP00000378845,9606.ENSP00000397297,9606.ENSP00000404131,9606.ENSP00000420321,9606.ENSP00000422464,9606.ENSP00000495951,9606.ENSP00000496959	CCL2,NCK2,PI3,IL7,FCER2,LAMP3,ERBB2,NTRK2,THY1,KIT,ALDH1A1,CCL11,BCR,MET,F2R,HGS,EBAG9,SH2B3,CRKL,WFDC2,SERPINB1,CCL26,LAT,NTF3,TGFA,ROBO1,PDGFC,KITLG,ITGAM
GO:1902531	Regulation of intracellular signal transduction	25	1726	0.61	0.83	3.99e-07	9606.ENSP00000225474,9606.ENSP00000225831,9606.ENSP00000233154,9606.ENSP00000252809,9606.ENSP00000269571,9606.ENSP00000277120,9606.ENSP00000288135,9606.ENSP00000302234,9606.ENSP00000303507,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000321326,9606.ENSP00000339186,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000378365,9606.ENSP00000397297,9606.ENSP00000404131,9606.ENSP00000420321,9606.ENSP00000422464,9606.ENSP00000426632,9606.ENSP00000469413,9606.ENSP00000471477,9606.ENSP00000495951,9606.ENSP00000499459	CSF3,CCL2,NCK2,GDF15,ERBB2,NTRK2,KIT,CCL11,BCR,MET,HCLS1,F2R,GRAP2,SH2B3,CRKL,CCL26,NTF3,TGFA,ROBO1,PDGFC,ERBIN,PAK4,FGF21,KITLG,IL19
GO:0009966	Regulation of signal transduction	32	2978	0.48	0.67	7.91e-07	9606.ENSP00000225474,9606.ENSP00000225831,9606.ENSP00000233154,9606.ENSP00000252809,9606.ENSP00000263851,9606.ENSP00000265052,9606.ENSP00000269571,9606.ENSP00000277120,9606.ENSP00000284240,9606.ENSP00000288135,9606.ENSP00000302234,9606.ENSP00000303208,9606.ENSP00000303507,9606.ENSP00000316338,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000321326,9606.ENSP00000331201,9606.ENSP00000339186,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000378365,9606.ENSP00000397297,9606.ENSP00000404131,9606.ENSP00000420321,9606.ENSP00000422464,9606.ENSP00000426632,9606.ENSP00000469413,9606.ENSP00000471477,9606.ENSP00000495951,9606.ENSP00000497720,9606.ENSP00000499459	CSF3,CCL2,NCK2,GDF15,IL7,MGLL,ERBB2,NTRK2,THY1,KIT,CCL11,PCSK9,BCR,BAIAP2,MET,HCLS1,F2R,HGS,GRAP2,SH2B3,CRKL,CCL26,NTF3,TGFA,ROBO1,PDGFC,ERBIN,PAK4,FGF21,KITLG,MPIG6B,IL19
GO:0009967	Positive regulation of signal transduction	23	1525	0.63	0.83	8.77e-07	9606.ENSP00000225474,9606.ENSP00000225831,9606.ENSP00000233154,9606.ENSP00000252809,9606.ENSP00000263851,9606.ENSP00000269571,9606.ENSP00000277120,9606.ENSP00000288135,9606.ENSP00000302234,9606.ENSP00000316338,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000321326,9606.ENSP00000346300,9606.ENSP00000378365,9606.ENSP00000397297,9606.ENSP00000404131,9606.ENSP00000420321,9606.ENSP00000422464,9606.ENSP00000426632,9606.ENSP00000471477,9606.ENSP00000495951,9606.ENSP00000499459	CSF3,CCL2,NCK2,GDF15,IL7,ERBB2,NTRK2,KIT,CCL11,BAIAP2,MET,HCLS1,F2R,CRKL,CCL26,NTF3,TGFA,ROBO1,PDGFC,ERBIN,FGF21,KITLG,IL19
GO:0071310	Cellular response to organic substance	26	2019	0.56	0.75	1.29e-06	9606.ENSP00000225474,9606.ENSP00000225831,9606.ENSP00000252809,9606.ENSP00000263851,9606.ENSP00000266031,9606.ENSP00000269571,9606.ENSP00000277120,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000302234,9606.ENSP00000303208,9606.ENSP00000303507,9606.ENSP00000316338,9606.ENSP00000320176,9606.ENSP00000339477,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000378365,9606.ENSP00000397297,9606.ENSP00000403644,9606.ENSP00000418009,9606.ENSP00000422464,9606.ENSP00000426632,9606.ENSP00000462468,9606.ENSP00000469413,9606.ENSP00000471477	CSF3,CCL2,GDF15,IL7,HYAL1,ERBB2,NTRK2,KIT,STAT5B,CCL11,PCSK9,BCR,BAIAP2,HCLS1,ICOSLG,SH2B3,CRKL,CCL26,NTF3,DDC,RARRES2,PDGFC,ERBIN,YES1,PAK4,FGF21
GO:0051716	Cellular response to stimulus	47	6357	0.32	0.51	1.32e-06	9606.ENSP00000013125,9606.ENSP00000225474,9606.ENSP00000225831,9606.ENSP00000233154,9606.ENSP00000252809,9606.ENSP00000263851,9606.ENSP00000266031,9606.ENSP00000269571,9606.ENSP00000277120,9606.ENSP00000284240,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000297785,9606.ENSP00000302234,9606.ENSP00000303208,9606.ENSP00000303507,9606.ENSP00000308782,9606.ENSP00000316338,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000321326,9606.ENSP00000327290,9606.ENSP00000331201,9606.ENSP00000339186,9606.ENSP00000339477,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000356436,9606.ENSP00000366091,9606.ENSP00000378365,9606.ENSP00000378845,9606.ENSP00000397297,9606.ENSP00000403644,9606.ENSP00000404131,9606.ENSP00000418009,9606.ENSP00000420321,9606.ENSP00000422464,9606.ENSP00000423602,9606.ENSP00000426632,9606.ENSP00000431775,9606.ENSP00000462468,9606.ENSP00000469413,9606.ENSP00000471477,9606.ENSP00000495951,9606.ENSP00000496959,9606.ENSP00000497720,9606.ENSP00000499459	MAP4K5,CSF3,CCL2,NCK2,GDF15,IL7,HYAL1,ERBB2,NTRK2,THY1,KIT,STAT5B,ALDH1A1,CCL11,PCSK9,BCR,GP6,BAIAP2,MET,HCLS1,F2R,ITGA11,HGS,GRAP2,ICOSLG,SH2B3,CRKL,PLA2G4A,MOG,CCL26,LAT,NTF3,DDC,TGFA,RARRES2,ROBO1,PDGFC,DAPP1,ERBIN,IL32,YES1,PAK4,FGF21,KITLG,ITGAM,MPIG6B,IL19
GO:0002682	Regulation of immune system process	22	1438	0.63	0.82	1.46e-06	9606.ENSP00000225474,9606.ENSP00000225831,9606.ENSP00000233154,9606.ENSP00000263593,9606.ENSP00000263851,9606.ENSP00000264072,9606.ENSP00000269571,9606.ENSP00000284240,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000303507,9606.ENSP00000320176,9606.ENSP00000339477,9606.ENSP00000346300,9606.ENSP00000356436,9606.ENSP00000366091,9606.ENSP00000378845,9606.ENSP00000418009,9606.ENSP00000426632,9606.ENSP00000462468,9606.ENSP00000495951,9606.ENSP00000496959	CSF3,CCL2,NCK2,SIAE,IL7,FCER2,ERBB2,THY1,KIT,STAT5B,BCR,HCLS1,ICOSLG,CRKL,PLA2G4A,MOG,LAT,RARRES2,ERBIN,YES1,KITLG,ITGAM
GO:0042327	Positive regulation of phosphorylation	17	826	0.76	0.95	1.92e-06	9606.ENSP00000225474,9606.ENSP00000252809,9606.ENSP00000269571,9606.ENSP00000277120,9606.ENSP00000288135,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000346300,9606.ENSP00000378845,9606.ENSP00000397297,9606.ENSP00000404131,9606.ENSP00000418009,9606.ENSP00000420321,9606.ENSP00000422464,9606.ENSP00000462468,9606.ENSP00000471477,9606.ENSP00000495951	CSF3,GDF15,ERBB2,NTRK2,KIT,MET,HCLS1,CRKL,LAT,NTF3,TGFA,RARRES2,ROBO1,PDGFC,YES1,FGF21,KITLG
GO:0043085	Positive regulation of catalytic activity	20	1191	0.67	0.86	1.92e-06	9606.ENSP00000225831,9606.ENSP00000264072,9606.ENSP00000269571,9606.ENSP00000277120,9606.ENSP00000284240,9606.ENSP00000288135,9606.ENSP00000302234,9606.ENSP00000303507,9606.ENSP00000317272,9606.ENSP00000321326,9606.ENSP00000337675,9606.ENSP00000346300,9606.ENSP00000378365,9606.ENSP00000378845,9606.ENSP00000397297,9606.ENSP00000404131,9606.ENSP00000420321,9606.ENSP00000422464,9606.ENSP00000495951,9606.ENSP00000496959	CCL2,FCER2,ERBB2,NTRK2,THY1,KIT,CCL11,BCR,MET,F2R,EBAG9,CRKL,CCL26,LAT,NTF3,TGFA,ROBO1,PDGFC,KITLG,ITGAM
GO:0001934	Positive regulation of protein phosphorylation	16	747	0.78	0.95	3.28e-06	9606.ENSP00000225474,9606.ENSP00000252809,9606.ENSP00000269571,9606.ENSP00000277120,9606.ENSP00000288135,9606.ENSP00000320176,9606.ENSP00000346300,9606.ENSP00000378845,9606.ENSP00000397297,9606.ENSP00000404131,9606.ENSP00000418009,9606.ENSP00000420321,9606.ENSP00000422464,9606.ENSP00000462468,9606.ENSP00000471477,9606.ENSP00000495951	CSF3,GDF15,ERBB2,NTRK2,KIT,HCLS1,CRKL,LAT,NTF3,TGFA,RARRES2,ROBO1,PDGFC,YES1,FGF21,KITLG
GO:0042221	Response to chemical	36	4010	0.4	0.57	3.78e-06	9606.ENSP00000225474,9606.ENSP00000225831,9606.ENSP00000252809,9606.ENSP00000263851,9606.ENSP00000264914,9606.ENSP00000265598,9606.ENSP00000266031,9606.ENSP00000267814,9606.ENSP00000269571,9606.ENSP00000277120,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000297785,9606.ENSP00000302234,9606.ENSP00000302324,9606.ENSP00000303208,9606.ENSP00000303507,9606.ENSP00000316338,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000321326,9606.ENSP00000339477,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000356436,9606.ENSP00000378365,9606.ENSP00000397297,9606.ENSP00000403644,9606.ENSP00000404131,9606.ENSP00000418009,9606.ENSP00000420321,9606.ENSP00000422464,9606.ENSP00000426632,9606.ENSP00000462468,9606.ENSP00000469413,9606.ENSP00000471477	CSF3,CCL2,GDF15,IL7,ARSB,LAMP3,HYAL1,SORD,ERBB2,NTRK2,KIT,STAT5B,ALDH1A1,CCL11,RNASE3,PCSK9,BCR,BAIAP2,MET,HCLS1,F2R,ICOSLG,SH2B3,CRKL,PLA2G4A,CCL26,NTF3,DDC,TGFA,RARRES2,ROBO1,PDGFC,ERBIN,YES1,PAK4,FGF21
GO:0050865	Regulation of cell activation	15	658	0.81	0.97	4.41e-06	9606.ENSP00000225831,9606.ENSP00000233154,9606.ENSP00000263851,9606.ENSP00000269571,9606.ENSP00000284240,9606.ENSP00000293328,9606.ENSP00000303507,9606.ENSP00000308782,9606.ENSP00000339477,9606.ENSP00000345492,9606.ENSP00000356436,9606.ENSP00000378845,9606.ENSP00000462468,9606.ENSP00000495951,9606.ENSP00000496959	CCL2,NCK2,IL7,ERBB2,THY1,STAT5B,BCR,GP6,ICOSLG,SH2B3,PLA2G4A,LAT,YES1,KITLG,ITGAM
GO:0051336	Regulation of hydrolase activity	18	1011	0.7	0.86	4.72e-06	9606.ENSP00000225831,9606.ENSP00000243924,9606.ENSP00000265598,9606.ENSP00000269571,9606.ENSP00000277120,9606.ENSP00000284240,9606.ENSP00000288135,9606.ENSP00000302234,9606.ENSP00000303507,9606.ENSP00000317272,9606.ENSP00000321326,9606.ENSP00000337675,9606.ENSP00000346300,9606.ENSP00000361761,9606.ENSP00000370115,9606.ENSP00000378365,9606.ENSP00000397297,9606.ENSP00000420321	CCL2,PI3,LAMP3,ERBB2,NTRK2,THY1,KIT,CCL11,BCR,MET,F2R,EBAG9,CRKL,WFDC2,SERPINB1,CCL26,NTF3,ROBO1
GO:0016477	Cell migration	17	903	0.72	0.87	5.71e-06	9606.ENSP00000188790,9606.ENSP00000225831,9606.ENSP00000233154,9606.ENSP00000264914,9606.ENSP00000277120,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000302234,9606.ENSP00000303507,9606.ENSP00000317272,9606.ENSP00000327290,9606.ENSP00000346300,9606.ENSP00000378365,9606.ENSP00000420321,9606.ENSP00000462468,9606.ENSP00000469413,9606.ENSP00000495951	FAP,CCL2,NCK2,ARSB,NTRK2,KIT,STAT5B,CCL11,BCR,MET,ITGA11,CRKL,CCL26,ROBO1,YES1,PAK4,KITLG
GO:0048518	Positive regulation of biological process	45	6207	0.31	0.49	6.80e-06	9606.ENSP00000188790,9606.ENSP00000225474,9606.ENSP00000225831,9606.ENSP00000233154,9606.ENSP00000252809,9606.ENSP00000263851,9606.ENSP00000264072,9606.ENSP00000264914,9606.ENSP00000265598,9606.ENSP00000266031,9606.ENSP00000269571,9606.ENSP00000277120,9606.ENSP00000284240,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000302234,9606.ENSP00000303208,9606.ENSP00000303356,9606.ENSP00000303507,9606.ENSP00000308782,9606.ENSP00000316338,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000321326,9606.ENSP00000331201,9606.ENSP00000337675,9606.ENSP00000339477,9606.ENSP00000346300,9606.ENSP00000356436,9606.ENSP00000366091,9606.ENSP00000378365,9606.ENSP00000378845,9606.ENSP00000397297,9606.ENSP00000404131,9606.ENSP00000418009,9606.ENSP00000420321,9606.ENSP00000422464,9606.ENSP00000426632,9606.ENSP00000431775,9606.ENSP00000462468,9606.ENSP00000469413,9606.ENSP00000471477,9606.ENSP00000495951,9606.ENSP00000496959,9606.ENSP00000499459	FAP,CSF3,CCL2,NCK2,GDF15,IL7,FCER2,ARSB,LAMP3,HYAL1,ERBB2,NTRK2,THY1,KIT,STAT5B,CCL11,PCSK9,DCXR,BCR,GP6,BAIAP2,MET,HCLS1,F2R,HGS,EBAG9,ICOSLG,CRKL,PLA2G4A,MOG,CCL26,LAT,NTF3,TGFA,RARRES2,ROBO1,PDGFC,ERBIN,IL32,YES1,PAK4,FGF21,KITLG,ITGAM,IL19
GO:0001775	Cell activation	15	693	0.78	0.92	7.11e-06	9606.ENSP00000233154,9606.ENSP00000246006,9606.ENSP00000249647,9606.ENSP00000263851,9606.ENSP00000269571,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000303507,9606.ENSP00000308782,9606.ENSP00000321326,9606.ENSP00000339477,9606.ENSP00000362711,9606.ENSP00000378845,9606.ENSP00000495951,9606.ENSP00000496959	NCK2,CD93,SNAP23,IL7,ERBB2,KIT,STAT5B,BCR,GP6,F2R,ICOSLG,TXLNA,LAT,KITLG,ITGAM
GO:0030334	Regulation of cell migration	17	927	0.71	0.85	7.44e-06	9606.ENSP00000225831,9606.ENSP00000264914,9606.ENSP00000266031,9606.ENSP00000284240,9606.ENSP00000288135,9606.ENSP00000302234,9606.ENSP00000303507,9606.ENSP00000317272,9606.ENSP00000321326,9606.ENSP00000346300,9606.ENSP00000378365,9606.ENSP00000397297,9606.ENSP00000418009,9606.ENSP00000420321,9606.ENSP00000422464,9606.ENSP00000471477,9606.ENSP00000495951	CCL2,ARSB,HYAL1,THY1,KIT,CCL11,BCR,MET,F2R,CRKL,CCL26,NTF3,RARRES2,ROBO1,PDGFC,FGF21,KITLG
GO:0006955	Immune response	20	1321	0.63	0.77	7.57e-06	9606.ENSP00000225474,9606.ENSP00000225831,9606.ENSP00000243924,9606.ENSP00000249647,9606.ENSP00000263851,9606.ENSP00000265598,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000302234,9606.ENSP00000302324,9606.ENSP00000303507,9606.ENSP00000339477,9606.ENSP00000361761,9606.ENSP00000378365,9606.ENSP00000378845,9606.ENSP00000418009,9606.ENSP00000431775,9606.ENSP00000462468,9606.ENSP00000496959,9606.ENSP00000499459	CSF3,CCL2,PI3,SNAP23,IL7,LAMP3,KIT,STAT5B,CCL11,RNASE3,BCR,ICOSLG,WFDC2,CCL26,LAT,RARRES2,IL32,YES1,ITGAM,IL19
GO:0048870	Cell motility	18	1061	0.68	0.82	8.16e-06	9606.ENSP00000188790,9606.ENSP00000225831,9606.ENSP00000233154,9606.ENSP00000264914,9606.ENSP00000267814,9606.ENSP00000277120,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000302234,9606.ENSP00000303507,9606.ENSP00000317272,9606.ENSP00000327290,9606.ENSP00000346300,9606.ENSP00000378365,9606.ENSP00000420321,9606.ENSP00000462468,9606.ENSP00000469413,9606.ENSP00000495951	FAP,CCL2,NCK2,ARSB,SORD,NTRK2,KIT,STAT5B,CCL11,BCR,MET,ITGA11,CRKL,CCL26,ROBO1,YES1,PAK4,KITLG
GO:0070887	Cellular response to chemical stimulus	28	2609	0.48	0.63	8.16e-06	9606.ENSP00000225474,9606.ENSP00000225831,9606.ENSP00000252809,9606.ENSP00000263851,9606.ENSP00000266031,9606.ENSP00000269571,9606.ENSP00000277120,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000297785,9606.ENSP00000302234,9606.ENSP00000303208,9606.ENSP00000303507,9606.ENSP00000316338,9606.ENSP00000320176,9606.ENSP00000339477,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000356436,9606.ENSP00000378365,9606.ENSP00000397297,9606.ENSP00000403644,9606.ENSP00000418009,9606.ENSP00000422464,9606.ENSP00000426632,9606.ENSP00000462468,9606.ENSP00000469413,9606.ENSP00000471477	CSF3,CCL2,GDF15,IL7,HYAL1,ERBB2,NTRK2,KIT,STAT5B,ALDH1A1,CCL11,PCSK9,BCR,BAIAP2,HCLS1,ICOSLG,SH2B3,CRKL,PLA2G4A,CCL26,NTF3,DDC,RARRES2,PDGFC,ERBIN,YES1,PAK4,FGF21
GO:0043405	Regulation of MAP kinase activity	9	185	1.14	1.22	8.36e-06	9606.ENSP00000269571,9606.ENSP00000288135,9606.ENSP00000331201,9606.ENSP00000345492,9606.ENSP00000397297,9606.ENSP00000404131,9606.ENSP00000420321,9606.ENSP00000422464,9606.ENSP00000495951	ERBB2,KIT,HGS,SH2B3,NTF3,TGFA,ROBO1,PDGFC,KITLG
GO:0051246	Regulation of protein metabolic process	28	2622	0.48	0.63	8.55e-06	9606.ENSP00000225474,9606.ENSP00000233154,9606.ENSP00000243924,9606.ENSP00000252809,9606.ENSP00000263851,9606.ENSP00000265598,9606.ENSP00000269571,9606.ENSP00000277120,9606.ENSP00000284240,9606.ENSP00000288135,9606.ENSP00000303208,9606.ENSP00000320176,9606.ENSP00000321326,9606.ENSP00000331201,9606.ENSP00000337675,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000361761,9606.ENSP00000370115,9606.ENSP00000378845,9606.ENSP00000397297,9606.ENSP00000404131,9606.ENSP00000418009,9606.ENSP00000420321,9606.ENSP00000422464,9606.ENSP00000462468,9606.ENSP00000471477,9606.ENSP00000495951	CSF3,NCK2,PI3,GDF15,IL7,LAMP3,ERBB2,NTRK2,THY1,KIT,PCSK9,HCLS1,F2R,HGS,EBAG9,SH2B3,CRKL,WFDC2,SERPINB1,LAT,NTF3,TGFA,RARRES2,ROBO1,PDGFC,YES1,FGF21,KITLG
GO:0044419	Biological process involved in interspecies interaction between organisms	21	1490	0.6	0.74	9.04e-06	9606.ENSP00000225474,9606.ENSP00000225831,9606.ENSP00000243924,9606.ENSP00000264072,9606.ENSP00000266031,9606.ENSP00000293328,9606.ENSP00000302234,9606.ENSP00000302324,9606.ENSP00000303507,9606.ENSP00000316338,9606.ENSP00000321326,9606.ENSP00000339477,9606.ENSP00000341141,9606.ENSP00000361761,9606.ENSP00000366091,9606.ENSP00000378365,9606.ENSP00000418009,9606.ENSP00000426632,9606.ENSP00000444810,9606.ENSP00000462468,9606.ENSP00000496959	CSF3,CCL2,PI3,FCER2,HYAL1,STAT5B,CCL11,RNASE3,BCR,BAIAP2,F2R,ICOSLG,SIGLEC1,WFDC2,MOG,CCL26,RARRES2,ERBIN,FKBP5,YES1,ITGAM
GO:0048872	Homeostasis of number of cells	10	256	1.04	1.14	9.14e-06	9606.ENSP00000263851,9606.ENSP00000288135,9606.ENSP00000293328,9606.ENSP00000303507,9606.ENSP00000320176,9606.ENSP00000321326,9606.ENSP00000345492,9606.ENSP00000378845,9606.ENSP00000495951,9606.ENSP00000497720	IL7,KIT,STAT5B,BCR,HCLS1,F2R,SH2B3,LAT,KITLG,MPIG6B
GO:0007155	Cell adhesion	17	965	0.7	0.82	1.09e-05	9606.ENSP00000188790,9606.ENSP00000225831,9606.ENSP00000246006,9606.ENSP00000284240,9606.ENSP00000288135,9606.ENSP00000302234,9606.ENSP00000303507,9606.ENSP00000316338,9606.ENSP00000327290,9606.ENSP00000341141,9606.ENSP00000366091,9606.ENSP00000420321,9606.ENSP00000426632,9606.ENSP00000431775,9606.ENSP00000469413,9606.ENSP00000495951,9606.ENSP00000496959	FAP,CCL2,CD93,THY1,KIT,CCL11,BCR,BAIAP2,ITGA11,SIGLEC1,MOG,ROBO1,ERBIN,IL32,PAK4,KITLG,ITGAM
